1, seth faucette, green bay packers, RB, 379, 867, 45786536
50454, fred camacho, new york jets, QB, 295, 700, 27560333
50455, terrance spencer, dallas cowboys, WR, 127, 235, 36427796
50456, andrew rutherford, seattle seahawks, RB, 411, 197, 41410183
50457, earl habbyshaw, washington redskins, RB, 392, 499, 27672433
50458, michael james, cleveland browns, QB, 330, 654, 12292393
50459, patrick williams, kansas city chiefs, RB, 424, 345, 46187531
50460, joseph felts, san diego chargers, WR, 75, 207, 15576699
50461, mark guyton, denver broncos, RB, 58, 398, 18783127
50462, matthew jones, carolina panthers, RB, 345, 528, 42630033
50463, gregory brant, san francisco 49ers, WR, 345, 302, 25212137
50464, dean linke, philadelphia eagles, WR, 66, 835, 14346225
50465, james argo, dallas cowboys, WR, 459, 304, 6854302
50466, richard cabezas, new york jets, QB, 152, 443, 8054304
50467, john sitter, kansas city chiefs, QB, 371, 801, 5311607
50468, larry albright, san diego chargers, QB, 381, 215, 7713554
50469, edward mcgee, seattle seahawks, QB, 255, 768, 45769582
50470, roberto myers, carolina panthers, QB, 169, 584, 37397166
50471, samuel cole, kansas city chiefs, RB, 299, 228, 25246373
50472, michael spohr, chicago bears, WR, 2, 853, 38687949
50473, charles gibson, new york giants, WR, 348, 301, 24391579
50474, danny howard, carolina panthers, QB, 325, 872, 34394761
50475, wendell baker, tampa bay buccaneers, RB, 491, 741, 6777959
50476, matthew anderson, new orleans saints, WR, 163, 632, 46697338
50477, mark lamb, baltimore ravens, WR, 347, 297, 34450761
50478, harry ovando, philadelphia eagles, RB, 123, 695, 49431235
50479, eric boyd, cleveland browns, WR, 420, 270, 40724725
50480, francisco rust, indianapolis colts, WR, 192, 524, 47578535
50481, donald campbell, new york jets, RB, 488, 871, 27085939
50482, david peake, new orleans saints, QB, 73, 146, 16551882
50483, keith bauman, carolina panthers, WR, 319, 819, 19907227
50484, adam corney, new england patriots, WR, 425, 623, 19951907
50485, jimmie petruzzelli, new york jets, QB, 297, 384, 22548937
50486, damian altamirano, denver broncos, RB, 93, 617, 46501334
50487, jeff williams, indianapolis colts, QB, 463, 950, 27419770
50488, paris emery, green bay packers, RB, 197, 522, 17200192
50489, bobby schmidt, washington redskins, QB, 29, 128, 40700893
50490, richard santarelli, new york giants, WR, 163, 816, 19933152
50491, clarence mason, tampa bay buccaneers, QB, 195, 652, 6105637
50492, william turnbow, miami dolphins, WR, 169, 202, 15561158
50493, orlando laxson, green bay packers, RB, 121, 760, 36216532
50494, steve perrine, new orleans saints, QB, 210, 370, 42285229
50495, william lee, arizona cardinals, QB, 114, 788, 8619918
50496, michael goncalves, kansas city chiefs, QB, 500, 771, 11666202
50497, erik stevens, denver broncos, QB, 139, 169, 23931829
50498, mike fleming, pittsburgh steelers, WR, 197, 947, 8221142
50499, brian boggs, baltimore ravens, RB, 348, 14, 44476686
50500, mark coffman, arizona cardinals, QB, 22, 1000, 18288174
50501, joel glasser, st louis rams, QB, 347, 970, 28308661
50502, william garcia, st louis rams, QB, 444, 698, 30559870
50503, robert prey, new york jets, RB, 147, 4, 34882064
50504, richard hartshorne, indianapolis colts, RB, 343, 971, 12907958
50505, shawn totten, new york jets, WR, 135, 912, 29152401
50506, robert massey, new york giants, QB, 73, 760, 32350652
50507, john delong, jacksonville jaguars, QB, 28, 806, 13896016
50508, ralph baro, houston texans, WR, 461, 773, 15668459
50509, dennis paynes, kansas city chiefs, RB, 55, 856, 9657660
50510, frank jenkins, indianapolis colts, RB, 289, 35, 37694144
50511, wilbert mills, houston texans, WR, 221, 814, 34939024
50512, robert cullom, philadelphia eagles, QB, 312, 579, 17163369
50513, charles stahl, tennessee titans, QB, 297, 398, 27804028
50514, eric ford, miami dolphins, RB, 458, 101, 38644266
50515, kenneth daniel, new york giants, QB, 363, 242, 8596752
50516, raymond eaton, indianapolis colts, WR, 143, 847, 12199932
50517, david ashby, jacksonville jaguars, QB, 73, 559, 27118784
50518, donald yentsch, houston texans, WR, 403, 240, 19328995
50519, eric carroll, st louis rams, QB, 119, 357, 48698633
50520, michael rice, minnesota vikings, QB, 487, 16, 3359139
50521, eldon connolly, oakland raiders, QB, 413, 110, 27040242
50522, george griffin, buffalo bills, WR, 204, 389, 1418724
50523, louie roy, new york giants, WR, 258, 522, 43026245
50524, steven rivera, kansas city chiefs, QB, 348, 568, 12919399
50525, henry rueluas, pittsburgh steelers, QB, 454, 358, 35015768
50526, gerald harsh, denver broncos, RB, 250, 535, 40706392
50527, robert pannell, atlanta falcons, QB, 339, 912, 17903879
50528, brian barron, buffalo bills, RB, 304, 354, 43079189
50529, clint sachse, seattle seahawks, QB, 206, 33, 31792299
50530, terry turner, detroit lions, RB, 434, 969, 8647111
50531, warren booth, new york giants, RB, 422, 498, 28435218
50532, mathew allen, denver broncos, WR, 121, 94, 17880311
50533, leslie richardson, new york giants, QB, 254, 714, 5726539
50534, jacques parker, new orleans saints, WR, 335, 773, 7350285
50535, arthur galvan, baltimore ravens, QB, 146, 918, 49872058
50536, kenneth nagy, new orleans saints, WR, 265, 190, 9636732
50537, david banner, philadelphia eagles, QB, 330, 295, 47221818
50538, kenneth nixon, seattle seahawks, WR, 168, 198, 17157077
50539, david robinson, atlanta falcons, RB, 393, 780, 34628051
50540, harry rodriguez, atlanta falcons, RB, 370, 124, 31223849
50541, mark espinoza, cleveland browns, RB, 410, 144, 40218532
50542, erwin halford, miami dolphins, WR, 328, 65, 22388397
50543, charles thomas, washington redskins, RB, 394, 530, 22987616
50544, dennis boone, washington redskins, QB, 142, 391, 38686777
50545, keenan little, chicago bears, WR, 194, 152, 2047150
50546, william barnes, new orleans saints, WR, 384, 162, 42555941
50547, john wescott, miami dolphins, QB, 240, 810, 40319212
50548, larry gilmore, new york jets, WR, 363, 10, 39279693
50549, kenneth simpson, buffalo bills, QB, 496, 410, 18105922
50550, alex sanders, denver broncos, WR, 157, 363, 33428241
50551, kenneth hench, washington redskins, QB, 432, 710, 19845593
50552, scott brown, tennessee titans, QB, 58, 821, 45643389
50553, roberto virgil, buffalo bills, QB, 168, 30, 29257920
50554, gerard parsons, new orleans saints, RB, 256, 96, 48076091
50555, terry basinger, carolina panthers, RB, 487, 150, 33728080
50556, michael graf, pittsburgh steelers, RB, 319, 943, 10216970
50557, paul kelly, houston texans, QB, 182, 25, 49192263
50558, john dawson, oakland raiders, QB, 449, 310, 39402363
50559, john hallett, oakland raiders, RB, 87, 740, 30017380
50560, phillip kanish, new york giants, QB, 173, 369, 5810166
50561, robert garbacz, san diego chargers, RB, 496, 768, 17104694
50562, rick slocum, detroit lions, QB, 57, 792, 7928720
50563, john mcelroy, denver broncos, WR, 438, 299, 18415181
50564, roy brooks, jacksonville jaguars, WR, 204, 319, 12359945
50565, william mattox, cleveland browns, RB, 458, 949, 39338465
50566, charles sanders, buffalo bills, WR, 233, 599, 18651640
50567, charles winter, san diego chargers, WR, 328, 121, 32367275
50568, michael richard, detroit lions, QB, 445, 735, 38714483
50569, ron johnson, green bay packers, QB, 134, 463, 23029394
50570, gregory lupo, tennessee titans, WR, 415, 199, 49240855
50571, leroy maxey, jacksonville jaguars, QB, 354, 222, 43296904
50572, douglas essary, houston texans, QB, 158, 504, 49466233
50573, darryl franks, philadelphia eagles, WR, 303, 284, 43258726
50574, clair davies, indianapolis colts, RB, 329, 972, 7138153
50575, howard draves, st louis rams, RB, 396, 880, 2454824
50576, todd mangum, new orleans saints, WR, 208, 388, 39382661
50577, joel strachan, buffalo bills, WR, 266, 492, 24988593
50578, peter sperling, detroit lions, QB, 319, 883, 27260182
50579, andrew sofia, jacksonville jaguars, RB, 155, 658, 9857356
50580, derek gordon, pittsburgh steelers, RB, 193, 167, 703876
50581, james moore, detroit lions, WR, 422, 631, 24495705
50582, rolando cordova, tennessee titans, QB, 338, 457, 49925513
50583, jose brown, new york giants, QB, 163, 794, 29417236
50584, kevin ludwick, washington redskins, WR, 391, 559, 20078081
50585, kevin fisher, cleveland browns, RB, 479, 531, 29873127
50586, william tannenbaum, detroit lions, WR, 3, 682, 15820318
50587, ralph rival, new york jets, QB, 350, 521, 38099695
50588, bruce thomas, san francisco 49ers, RB, 285, 984, 33345865
50589, gerald widdows, detroit lions, QB, 415, 746, 31953180
50590, russell halley, carolina panthers, WR, 300, 177, 8257134
50591, kenneth fillers, houston texans, RB, 476, 475, 10246601
50592, kyle white, pittsburgh steelers, QB, 5, 154, 32977643
50593, james leta, washington redskins, RB, 80, 174, 935898
50594, nicholas groce, detroit lions, RB, 116, 397, 21620013
50595, jerry castillo, miami dolphins, QB, 429, 464, 24902757
50596, richard hamiton, new york jets, WR, 447, 742, 30501270
50597, jack cowart, new orleans saints, WR, 194, 857, 16698226
50598, clyde smith, arizona cardinals, RB, 309, 404, 22566972
50599, gary mundy, oakland raiders, QB, 47, 257, 25541948
50600, javier dunn, new york giants, QB, 298, 667, 47438380
50601, demarcus feldmann, pittsburgh steelers, QB, 81, 79, 7632944
50602, richard poole, new york giants, QB, 228, 192, 16944102
50603, robert patterson, new york giants, WR, 177, 616, 19230728
50604, donald hughes, detroit lions, RB, 423, 966, 39483551
50605, john price, kansas city chiefs, RB, 236, 362, 27214061
50606, mario kelley, cleveland browns, WR, 315, 428, 14259834
50607, richard timmins, dallas cowboys, WR, 309, 411, 11291915
50608, matthew garcia, carolina panthers, WR, 499, 283, 2635673
50609, brent harrell, denver broncos, WR, 199, 930, 10227709
50610, michael tschida, carolina panthers, QB, 427, 853, 23829805
50611, henry moore, arizona cardinals, RB, 357, 424, 44117509
50612, john sarver, chicago bears, WR, 307, 182, 46284186
50613, george dykes, new england patriots, WR, 414, 273, 18297199
50614, christopher sites, houston texans, RB, 385, 348, 41599124
50615, aaron thompson, minnesota vikings, QB, 207, 542, 12777410
50616, martin johnson, jacksonville jaguars, RB, 106, 649, 1781561
50617, craig purvis, jacksonville jaguars, WR, 84, 793, 22302541
50618, willis dunham, arizona cardinals, RB, 215, 273, 37747215
50619, brian byrd, miami dolphins, QB, 183, 703, 20447154
50620, chris day, minnesota vikings, RB, 300, 248, 44054023
50621, stephen routzahn, kansas city chiefs, QB, 83, 922, 8644939
50622, edward johnson, miami dolphins, QB, 280, 297, 17508760
50623, phillip wooten, new york giants, RB, 477, 533, 49069522
50624, robert han, new york jets, RB, 176, 809, 12758184
50625, luis stclair, dallas cowboys, QB, 180, 686, 1894154
50626, clifton leary, tampa bay buccaneers, QB, 90, 919, 22866407
50627, craig wasilewski, houston texans, RB, 248, 899, 3273248
50628, andrew wolfe, oakland raiders, QB, 8, 490, 16599192
50629, lonnie quintana, cincinnati bengals, RB, 276, 690, 38716866
50630, brian owens, atlanta falcons, WR, 277, 789, 36615967
50631, peter kiffer, philadelphia eagles, QB, 211, 646, 18385310
50632, george simpson, dallas cowboys, RB, 469, 870, 22244781
50633, john falgoust, cleveland browns, RB, 15, 250, 4344270
50634, adam montes, indianapolis colts, RB, 209, 977, 7740259
50635, kurt montgomery, jacksonville jaguars, QB, 112, 69, 40388873
50636, patrick fields, denver broncos, RB, 304, 198, 44138112
50637, alvin rounds, denver broncos, WR, 160, 626, 29494583
50638, stephen sardina, jacksonville jaguars, QB, 261, 518, 860720
50639, dennis lindley, cleveland browns, RB, 219, 843, 44469669
50640, charles conrad, new york jets, WR, 328, 402, 45574683
50641, benjamin roman, new england patriots, WR, 271, 40, 35179753
50642, ned swanberg, cleveland browns, WR, 340, 798, 16875801
50643, salvatore credi, detroit lions, WR, 367, 141, 7356361
50644, kevin marler, new england patriots, WR, 332, 864, 29880553
50645, ricky dubow, atlanta falcons, WR, 41, 33, 30577069
50646, raymond garrett, washington redskins, WR, 488, 555, 12839800
50647, david moore, seattle seahawks, QB, 407, 805, 4059257
50648, robert wade, new york giants, QB, 452, 128, 1655891
50649, chester jackson, san diego chargers, WR, 438, 850, 40958826
50650, richard brandl, kansas city chiefs, QB, 248, 569, 13122813
50651, doug cole, chicago bears, QB, 359, 496, 4179372
50652, hector hunter, arizona cardinals, WR, 190, 408, 23549725
50653, george prewitt, baltimore ravens, WR, 485, 424, 14757845
50654, john throgmorton, buffalo bills, RB, 358, 778, 13549216
50655, tony miller, baltimore ravens, RB, 271, 752, 36764059
50656, leonard davis, atlanta falcons, RB, 39, 820, 20294108
50657, willie keomuangtai, denver broncos, QB, 302, 328, 28868288
50658, jose spencer, san francisco 49ers, RB, 79, 546, 31930764
50659, manuel chiles, cleveland browns, QB, 488, 36, 40996922
50660, james christensen, tampa bay buccaneers, WR, 4, 315, 26925047
50661, paul wright, detroit lions, WR, 259, 211, 18215915
50662, robert thompson, detroit lions, QB, 267, 156, 19951125
50663, samuel cosby, green bay packers, WR, 332, 573, 26114150
50664, daniel calabrese, indianapolis colts, QB, 17, 504, 42803175
50665, gonzalo lorona, minnesota vikings, RB, 323, 939, 17627098
50666, efrain cleaves, cincinnati bengals, RB, 226, 171, 33539524
50667, edgar denk, tampa bay buccaneers, RB, 373, 616, 1201818
50668, joshua mirabella, kansas city chiefs, QB, 168, 360, 47036873
50669, jason grice, dallas cowboys, QB, 117, 323, 44548780
50670, odell white, chicago bears, RB, 471, 285, 37648635
50671, joseph aldridge, indianapolis colts, WR, 280, 21, 42957850
50672, grant johnson, carolina panthers, RB, 353, 524, 36957887
50673, jeffrey conrad, st louis rams, QB, 488, 280, 3461457
50674, brett smith, philadelphia eagles, QB, 393, 374, 40805782
50675, adam windus, st louis rams, WR, 461, 311, 6060215
50676, elmer perez, minnesota vikings, QB, 285, 11, 12905698
50677, christopher jones, new york jets, WR, 496, 629, 24164807
50678, joesph bascom, houston texans, WR, 366, 87, 16157121
50679, david lopez, washington redskins, QB, 198, 780, 21754426
50680, javier hannah, chicago bears, RB, 1, 155, 24866873
50681, christopher davis, denver broncos, RB, 293, 851, 31837516
50682, allan orsborn, tennessee titans, RB, 398, 828, 7870443
50683, eric spaur, green bay packers, RB, 471, 454, 20574991
50684, louis longino, kansas city chiefs, WR, 26, 323, 28519229
50685, joel dunn, green bay packers, RB, 76, 689, 6320720
50686, nicholas moore, jacksonville jaguars, WR, 383, 734, 17899673
50687, douglas mcmurray, minnesota vikings, RB, 462, 485, 21944858
50688, mickey sala, buffalo bills, RB, 270, 113, 38848109
50689, dennis rodriquez, seattle seahawks, RB, 122, 883, 34175069
50690, wayne furness, oakland raiders, WR, 2, 711, 6372221
50691, kevin obrion, atlanta falcons, QB, 204, 412, 12296647
50692, stephen navarrette, new england patriots, RB, 17, 574, 41535133
50693, gary hart, pittsburgh steelers, QB, 303, 853, 31072105
50694, george conway, new orleans saints, WR, 225, 346, 41184608
50695, john dawkins, detroit lions, QB, 58, 129, 29441569
50696, patrick martinez, new york giants, WR, 368, 478, 45701295
50697, paul comerford, green bay packers, WR, 129, 675, 9600326
50698, anton schwab, seattle seahawks, RB, 458, 223, 35994149
50699, nicholas ritchey, tennessee titans, QB, 122, 320, 26359091
50700, greg sargent, arizona cardinals, WR, 231, 787, 16059721
50701, charles jordan, carolina panthers, QB, 418, 909, 47944281
50702, merlin bertram, baltimore ravens, RB, 296, 661, 26879723
50703, ryan white, minnesota vikings, WR, 117, 501, 44644165
50704, james gonzalez, green bay packers, QB, 306, 647, 34089227
50705, earl jackson, san francisco 49ers, WR, 212, 692, 1483552
50706, edward jones, denver broncos, WR, 104, 460, 40657980
50707, joe ghent, denver broncos, QB, 428, 912, 17999600
50708, joseph smith, washington redskins, WR, 52, 156, 38155089
50709, gary schrimsher, new england patriots, QB, 338, 451, 37198497
50710, james richards, san francisco 49ers, RB, 182, 724, 10714452
50711, robert long, minnesota vikings, RB, 242, 842, 5954784
50712, thomas buck, minnesota vikings, RB, 59, 966, 33183735
50713, christopher blair, oakland raiders, WR, 109, 712, 32310628
50714, emile brazil, dallas cowboys, RB, 203, 695, 2141435
50715, richard essex, oakland raiders, RB, 311, 579, 29034048
50716, dan sierra, cleveland browns, QB, 36, 841, 32214916
50717, roosevelt fitzloff, buffalo bills, WR, 42, 356, 33006538
50718, johnny shipp, arizona cardinals, QB, 382, 203, 19593561
50719, roberto rutt, washington redskins, WR, 180, 519, 8431024
50720, donald smith, st louis rams, WR, 69, 936, 26897258
50721, william granby, atlanta falcons, WR, 140, 219, 32111253
50722, darrell carter, san diego chargers, RB, 121, 849, 3435146
50723, daniel marvin, indianapolis colts, RB, 425, 796, 30063133
50724, stephen frye, arizona cardinals, WR, 419, 603, 46221745
50725, kevin matteo, denver broncos, QB, 469, 19, 46277171
50726, rolando goetz, tampa bay buccaneers, RB, 152, 959, 30695834
50727, john mcgee, tampa bay buccaneers, WR, 437, 330, 18643757
50728, horace norstrom, washington redskins, QB, 371, 163, 14721676
50729, david meyer, tennessee titans, WR, 474, 889, 12953132
50730, john marcella, atlanta falcons, RB, 342, 148, 1412204
50731, james alvarez, green bay packers, RB, 168, 701, 40696599
50732, luther wright, arizona cardinals, RB, 123, 45, 49992987
50733, dustin nakamura, kansas city chiefs, QB, 208, 246, 43481141
50734, augustine gordon, washington redskins, RB, 135, 310, 34485346
50735, reginald branch, dallas cowboys, WR, 408, 615, 18707799
50736, fredrick robertson, carolina panthers, WR, 389, 69, 7484657
50737, jimmy smith, cleveland browns, RB, 143, 857, 40576306
50738, jeffrey montalvo, baltimore ravens, WR, 394, 576, 43404293
50739, leon rogan, washington redskins, RB, 192, 76, 23148856
50740, jack recuparo, san francisco 49ers, RB, 271, 653, 23217149
50741, lucio costello, tampa bay buccaneers, RB, 33, 396, 29140334
50742, david cantwell, detroit lions, WR, 336, 939, 26148927
50743, charles stroh, new orleans saints, RB, 271, 292, 7576641
50744, william richard, st louis rams, WR, 317, 643, 7450492
50745, al numbers, san francisco 49ers, WR, 456, 724, 37660708
50746, peter schlesser, new england patriots, QB, 317, 808, 7347743
50747, frederick zehr, minnesota vikings, WR, 44, 365, 17885732
50748, gerald duty, tennessee titans, RB, 368, 158, 7745814
50749, lawrence burke, tampa bay buccaneers, RB, 229, 287, 33470103
50750, scott orsi, cleveland browns, RB, 167, 303, 48984818
50751, edward johnson, san francisco 49ers, WR, 214, 90, 27069734
50752, michael rowe, arizona cardinals, WR, 341, 870, 27179230
50753, justin lewis, baltimore ravens, RB, 216, 531, 13515583
50754, jeff bergstresser, new york giants, WR, 41, 525, 29313417
50755, donald lancaster, minnesota vikings, QB, 195, 23, 7132655
50756, wayne nedley, seattle seahawks, RB, 488, 220, 20662224
50757, michael barnes, buffalo bills, WR, 139, 510, 5864086
50758, joshua sturrock, minnesota vikings, QB, 107, 65, 32106651
50759, michael simpson, detroit lions, QB, 121, 626, 9032578
50760, ronnie snapp, buffalo bills, QB, 442, 937, 13779597
50761, terry bryan, pittsburgh steelers, QB, 467, 767, 42255480
50762, larry hohlstein, miami dolphins, QB, 314, 925, 44986564
50763, joseph jones, new york giants, WR, 495, 360, 25600335
50764, joel kerns, houston texans, WR, 491, 638, 5406363
50765, victor cohen, pittsburgh steelers, QB, 495, 487, 3727381
50766, richard walsh, indianapolis colts, QB, 193, 962, 7055439
50767, bruce larue, houston texans, RB, 166, 889, 37850744
50768, nicholas jones, washington redskins, RB, 198, 460, 31358743
50769, richard guevara, new york giants, RB, 207, 201, 45218857
50770, brett webb, detroit lions, WR, 67, 198, 28340596
50771, james greene, houston texans, WR, 121, 735, 12517672
50772, thomas harris, arizona cardinals, QB, 71, 496, 30789347
50773, brad rosenquist, kansas city chiefs, QB, 260, 351, 8862381
50774, wesley reynolds, baltimore ravens, WR, 368, 844, 28688440
50775, ralph perry, kansas city chiefs, QB, 178, 295, 9441779
50776, craig tecuanhuey, kansas city chiefs, RB, 141, 803, 32538932
50777, ronald foster, houston texans, QB, 499, 263, 32601023
50778, zack gonzalez, new england patriots, QB, 300, 880, 4060563
50779, cody davila, carolina panthers, QB, 216, 710, 38900311
50780, joshua george, indianapolis colts, WR, 170, 344, 33806752
50781, joseph lemen, detroit lions, RB, 303, 730, 26942784
50782, paul rego, tampa bay buccaneers, WR, 9, 669, 46415343
50783, raymond matthews, atlanta falcons, QB, 227, 470, 28901314
50784, philip oden, tennessee titans, QB, 48, 113, 48623403
50785, stephen james, pittsburgh steelers, WR, 251, 863, 41046943
50786, shawn leach, buffalo bills, WR, 295, 648, 7517529
50787, patrick frix, new england patriots, QB, 349, 398, 17323004
50788, james ayer, tampa bay buccaneers, WR, 365, 269, 44024338
50789, kevin guzman, san diego chargers, RB, 351, 762, 31022086
50790, gregory greene, green bay packers, WR, 96, 216, 45388864
50791, dennis babcock, dallas cowboys, RB, 311, 863, 46785221
50792, elmer smith, indianapolis colts, WR, 91, 212, 45103067
50793, matthew hensley, denver broncos, WR, 495, 749, 27426927
50794, kenneth cordial, san diego chargers, WR, 335, 547, 40581720
50795, max wilds, atlanta falcons, RB, 254, 623, 42786113
50796, mark andersen, cincinnati bengals, RB, 33, 543, 7996244
50797, john hicks, atlanta falcons, RB, 390, 17, 42712115
50798, thomas maha, kansas city chiefs, QB, 171, 617, 19968537
50799, marc green, tampa bay buccaneers, RB, 143, 110, 17893165
50800, david wilfong, tennessee titans, QB, 136, 756, 43284635
50801, virgil moczo, dallas cowboys, QB, 116, 153, 23904473
50802, hosea gunter, new york giants, WR, 109, 719, 5324896
50803, david gonzalez, minnesota vikings, RB, 55, 647, 48433607
50804, samuel wood, atlanta falcons, RB, 468, 378, 31058431
50805, robert tucker, carolina panthers, WR, 383, 55, 14451317
50806, martin beavers, tennessee titans, QB, 410, 768, 26116663
50807, donald bartlett, tampa bay buccaneers, QB, 176, 137, 10994282
50808, jack reese, st louis rams, RB, 80, 607, 17712652
50809, rudolph keithley, new england patriots, QB, 58, 604, 24956779
50810, scott mcfarlane, washington redskins, WR, 226, 930, 26897979
50811, russell wilson, jacksonville jaguars, RB, 435, 124, 44943991
50812, dan vargas, washington redskins, RB, 384, 18, 37240576
50813, william abell, st louis rams, RB, 467, 42, 11515235
50814, kenneth ramirez, philadelphia eagles, WR, 256, 343, 31591794
50815, gerald brown, detroit lions, RB, 339, 620, 28863148
50816, william hawkins, new york jets, WR, 402, 107, 24789796
50817, mark olivier, san diego chargers, RB, 5, 66, 47165286
50818, neil breitenstein, jacksonville jaguars, QB, 496, 939, 34302186
50819, donald basey, cincinnati bengals, QB, 16, 80, 43877309
50820, john gwyn, miami dolphins, WR, 356, 519, 32134631
50821, dwayne laclair, minnesota vikings, WR, 421, 695, 38466351
50822, david gomez, houston texans, WR, 488, 172, 47234119
50823, joseph rippeon, new york jets, RB, 177, 569, 32147328
50824, ernest sandoval, oakland raiders, RB, 52, 873, 28053622
50825, leonard richey, dallas cowboys, QB, 41, 657, 36927860
50826, norman patel, jacksonville jaguars, WR, 94, 378, 27856185
50827, ronald kaminsky, san francisco 49ers, RB, 213, 791, 37461055
50828, james glaus, minnesota vikings, RB, 60, 764, 7888826
50829, michael dumas, philadelphia eagles, RB, 339, 147, 24177014
50830, roy eshelman, dallas cowboys, WR, 421, 312, 38396473
50831, scott rodriguez, kansas city chiefs, QB, 119, 856, 27636083
50832, edward ramsey, jacksonville jaguars, QB, 157, 651, 32946346
50833, darrel frasier, minnesota vikings, WR, 59, 951, 13346946
50834, antonio tovar, new york giants, RB, 416, 11, 21018165
50835, john brumbaugh, miami dolphins, QB, 454, 676, 32478884
50836, jeffrey daniel, indianapolis colts, QB, 132, 928, 40532235
50837, fernando johnson, indianapolis colts, QB, 103, 482, 9062896
50838, ronald commings, indianapolis colts, QB, 113, 858, 1706999
50839, john pointer, seattle seahawks, QB, 216, 122, 11275721
50840, dennis rivera, san francisco 49ers, WR, 78, 951, 15988931
50841, melvin mcfate, kansas city chiefs, QB, 263, 894, 37769178
50842, michael brown, washington redskins, RB, 232, 893, 20202009
50843, vaughn twitty, denver broncos, QB, 278, 136, 11501719
50844, mark link, cleveland browns, WR, 283, 631, 7328426
50845, christopher oates, minnesota vikings, WR, 195, 157, 18444369
50846, ricky andrews, new england patriots, QB, 444, 64, 2237235
50847, jessie stuart, carolina panthers, WR, 354, 81, 47370764
50848, harold barber, cincinnati bengals, QB, 113, 646, 34657597
50849, jeremy muto, green bay packers, WR, 211, 393, 8164645
50850, bart espinal, seattle seahawks, QB, 294, 804, 14428623
50851, harold harris, new york jets, RB, 115, 999, 11126502
50852, richard merrill, buffalo bills, QB, 447, 545, 38947190
50853, gregory ipock, philadelphia eagles, QB, 250, 650, 11059624
50854, charles dietrich, new orleans saints, WR, 354, 534, 22934167
50855, harold mitchem, chicago bears, RB, 430, 543, 2568827
50856, charles hernandez, miami dolphins, RB, 314, 213, 44548833
50857, joan maxwell, tennessee titans, WR, 495, 533, 47659899
50858, charles vierk, buffalo bills, RB, 238, 49, 18791374
50859, kurt jewell, houston texans, RB, 160, 270, 40757758
50860, michael shivers, oakland raiders, QB, 36, 999, 16890371
50861, jackie woodford, detroit lions, WR, 440, 789, 38314552
50862, alvin stapleton, minnesota vikings, WR, 413, 526, 26399761
50863, merle barr, buffalo bills, WR, 149, 88, 14529840
50864, johnnie duncan, carolina panthers, WR, 443, 731, 27474740
50865, jonathan treece, san diego chargers, WR, 261, 173, 33763280
50866, ronald nolan, oakland raiders, QB, 6, 993, 22343943
50867, john vargas, dallas cowboys, WR, 131, 247, 12100620
50868, charles denniston, tampa bay buccaneers, WR, 467, 977, 30934895
50869, tom karl, philadelphia eagles, WR, 103, 663, 49929934
50870, andre cirilo, new york giants, RB, 398, 821, 41500998
50871, preston martinez, buffalo bills, WR, 359, 643, 45234425
50872, larry franks, pittsburgh steelers, RB, 261, 251, 25737211
50873, adam odermott, cincinnati bengals, RB, 335, 386, 41946686
50874, david lott, baltimore ravens, RB, 438, 775, 11100614
50875, robert moreno, minnesota vikings, QB, 220, 539, 12058411
50876, joseph burks, philadelphia eagles, QB, 425, 443, 14666077
50877, stefan hight, indianapolis colts, RB, 492, 918, 42728078
50878, thomas browning, st louis rams, WR, 99, 587, 23254374
50879, albert macdonald, pittsburgh steelers, QB, 342, 85, 47553273
50880, merrill reese, seattle seahawks, RB, 212, 652, 6066661
50881, gregory gabbamonte, washington redskins, RB, 391, 273, 9828258
50882, matthew schaffer, pittsburgh steelers, RB, 101, 476, 46820229
50883, gerry walton, san diego chargers, QB, 124, 797, 10582252
50884, robert reilly, green bay packers, QB, 79, 624, 7435111
50885, mark filkins, tennessee titans, QB, 354, 950, 10443854
50886, terry huxtable, new england patriots, QB, 265, 569, 12013896
50887, nicholas dey, indianapolis colts, WR, 162, 266, 31152478
50888, eugene christman, oakland raiders, RB, 404, 415, 17280326
50889, bryan kenny, denver broncos, RB, 218, 850, 16744632
50890, christopher alvarado, oakland raiders, WR, 365, 147, 7573838
50891, robert cooper, miami dolphins, WR, 413, 105, 26357561
50892, cody knighten, minnesota vikings, WR, 458, 389, 41513182
50893, robert grooms, seattle seahawks, WR, 225, 330, 37964908
50894, jonathan orem, pittsburgh steelers, QB, 289, 372, 32095018
50895, zachariah boldenow, new england patriots, RB, 97, 717, 7186368
50896, joseph prada, green bay packers, RB, 482, 803, 46973380
50897, harry williams, new york giants, QB, 487, 642, 3505504
50898, raymond hines, new york giants, RB, 439, 605, 1067673
50899, jon king, atlanta falcons, WR, 387, 343, 31474347
50900, mario smith, chicago bears, QB, 197, 657, 29323006
50901, darryl gillam, st louis rams, RB, 141, 379, 45367373
50902, micheal rothwell, indianapolis colts, QB, 14, 708, 33163883
50903, bryan chase, chicago bears, RB, 140, 574, 9814766
50904, bryan gray, kansas city chiefs, WR, 301, 9, 1973846
50905, james parker, st louis rams, QB, 457, 629, 38767633
50906, brian white, jacksonville jaguars, QB, 216, 526, 8043445
50907, george davis, new orleans saints, RB, 381, 884, 8964945
50908, robert young, st louis rams, WR, 163, 573, 14573482
50909, sean arellano, san diego chargers, RB, 9, 926, 4620658
50910, wayne shanks, houston texans, RB, 170, 397, 20528861
