1, 2007-10-6, raymond james, W, 3403, 9346
15880, 2016-4-17, bank of america, T, 214, 5542
15881, 2011-6-13, candlestick, L, 3911, 9365
15882, 2009-6-20, giants, W, 372, 9756
15883, 2001-7-30, georgia dome, T, 2796, 1211
15884, 2009-6-9, raymond james, W, 1894, 8462
15885, 2015-7-21, giants, W, 2867, 3619
15886, 2009-4-29, lambeau, T, 764, 7747
15887, 2012-7-22, soldier field ii, T, 2459, 416
15888, 2008-5-30, lambeau, T, 527, 4031
15889, 2001-10-30, fedexfield, L, 2986, 3751
15890, 2002-7-21, cleveland browns, T, 4267, 6028
15891, 2015-11-1, giants, L, 1660, 9670
15892, 2005-11-25, paul brown, L, 3993, 2429
15893, 2008-12-7, arrowhead, L, 2177, 5756
15894, 2015-1-17, invesco, W, 1964, 6593
15895, 2013-3-16, everbank, W, 3054, 4849
15896, 2005-8-28, raymond james, L, 2162, 5214
15897, 2016-4-24, fedexfield, T, 4404, 3805
15898, 2009-3-12, soldier field ii, W, 338, 9066
15899, 2003-7-3, bank of america, W, 4016, 1650
15900, 2000-12-7, fedexfield, W, 3955, 9969
15901, 2015-12-13, arrowhead, T, 2488, 7023
15902, 2011-1-7, georgia dome, T, 3182, 2538
15903, 2010-8-22, raymond james, T, 1485, 5922
15904, 2009-9-9, raymond james, L, 1675, 2117
15905, 2017-7-6, candlestick, W, 4916, 1473
15906, 2014-10-3, reliant, W, 4253, 3534
15907, 2001-3-17, heinz, L, 2857, 2457
15908, 2000-6-13, lincoln, L, 3265, 8420
15909, 2013-9-10, lambeau, T, 3760, 8254
15910, 2014-10-29, invesco, L, 383, 6328
15911, 2016-9-9, invesco, W, 3294, 7477
15912, 2015-6-26, qwest, L, 113, 1309
15913, 2004-6-20, university of phoenix, T, 2810, 1784
15914, 2017-2-1, bank of america, T, 4608, 8050
15915, 2010-9-18, cleveland browns, W, 4500, 5235
15916, 2006-2-28, edward jones, W, 4900, 9682
15917, 2007-6-2, qualcomm, L, 2593, 1727
15918, 2011-3-5, raymond james, L, 2792, 8568
15919, 2009-7-16, bank of america, T, 4267, 6221
15920, 2015-3-27, cleveland browns, W, 569, 4112
15921, 2011-11-27, fedexfield, T, 1806, 6977
15922, 2011-10-7, raymond james, T, 4231, 1119
15923, 2007-9-19, lp, T, 4301, 7697
15924, 2007-9-3, candlestick, T, 1515, 5266
15925, 2007-9-1, reliant, T, 3686, 9252
15926, 2014-3-18, reliant, W, 2824, 2814
15927, 2016-2-6, reliant, L, 2771, 427
15928, 2018-12-20, lincoln, L, 2313, 6756
15929, 2013-1-12, arrowhead, L, 2438, 1665
15930, 2013-6-27, hubert metrodome, T, 3822, 998
15931, 2007-7-24, university of phoenix, L, 1224, 8717
15932, 2014-1-13, ford, T, 4705, 1535
15933, 2003-1-7, heinz, L, 1334, 8032
15934, 2017-3-3, edward jones, T, 4526, 3001
15935, 2014-4-16, louisiana superdome, L, 2608, 5756
15936, 2004-4-23, giants, W, 2218, 7719
15937, 2005-2-2, dallas cowboys, T, 2184, 8628
15938, 2017-2-5, gillette, L, 1104, 5293
15939, 2017-5-10, giants, W, 322, 5126
15940, 2018-4-17, m&t bank, T, 3717, 8731
15941, 2002-3-3, ford, W, 4624, 1701
15942, 2010-8-12, everbank, L, 1160, 6981
15943, 2011-11-12, m&t bank, T, 4922, 7317
15944, 2002-7-30, oakland-alameda, T, 2171, 3991
15945, 2000-3-20, edward jones, T, 4758, 549
15946, 2004-3-5, reliant, T, 1189, 1936
15947, 2007-6-6, hubert metrodome, T, 439, 7572
15948, 2000-11-17, paul brown, W, 592, 8543
15949, 2004-11-20, ralph wilson, L, 3964, 5201
15950, 2011-6-17, louisiana superdome, T, 2948, 4025
15951, 2015-4-2, ford, W, 3480, 5700
15952, 2008-9-25, hubert metrodome, W, 4234, 5045
15953, 2012-4-19, lincoln, T, 1875, 6230
15954, 2014-10-12, bank of america, L, 4843, 7657
15955, 2009-4-10, arrowhead, L, 1790, 7876
15956, 2014-6-13, invesco, T, 1373, 6688
15957, 2009-12-30, qwest, L, 740, 1140
15958, 2011-2-13, gillette, W, 4710, 3281
15959, 2012-1-13, giants, L, 1350, 4837
15960, 2000-5-28, fedexfield, T, 4680, 6992
15961, 2009-5-15, lucas oil, T, 1754, 5772
15962, 2009-1-1, bank of america, L, 2541, 4540
15963, 2004-9-16, oakland-alameda, W, 4857, 8508
15964, 2008-12-4, lucas oil, T, 712, 9042
15965, 2006-12-26, reliant, T, 4533, 9338
15966, 2005-7-3, soldier field ii, W, 4273, 9783
15967, 2003-10-7, qwest, W, 4630, 7881
15968, 2014-3-2, qualcomm, L, 2531, 6404
15969, 2009-8-8, louisiana superdome, T, 1981, 2624
15970, 2008-11-12, ford, W, 747, 4444
15971, 2002-6-29, lincoln, L, 573, 8764
15972, 2013-10-30, university of phoenix, T, 3274, 3518
15973, 2004-1-30, soldier field ii, W, 2059, 1396
15974, 2004-2-22, heinz, T, 2671, 2283
15975, 2001-5-13, heinz, W, 891, 7226
15976, 2007-5-12, arrowhead, T, 4350, 5559
15977, 2013-6-20, fedexfield, L, 3391, 3251
15978, 2007-6-16, university of phoenix, W, 3857, 744
15979, 2005-9-8, invesco, W, 3445, 9166
15980, 2010-1-2, lambeau, T, 4900, 9710
15981, 2007-1-19, heinz, W, 370, 2599
15982, 2018-10-4, dallas cowboys, L, 3540, 856
15983, 2011-1-9, dolphin, T, 516, 6446
15984, 2012-1-18, louisiana superdome, W, 3437, 1804
15985, 2012-9-22, heinz, W, 3453, 4160
15986, 2007-5-29, heinz, W, 544, 8144
15987, 2000-6-16, heinz, L, 1474, 4725
15988, 2009-2-16, candlestick, W, 1719, 1241
15989, 2004-8-11, raymond james, T, 1791, 4041
15990, 2012-2-1, arrowhead, W, 4066, 513
15991, 2018-4-20, cleveland browns, W, 2640, 5063
15992, 2016-11-2, gillette, T, 1959, 6860
15993, 2002-9-23, hubert metrodome, T, 4008, 3419
15994, 2009-6-28, qualcomm, T, 1342, 3419
15995, 2010-8-20, heinz, W, 3891, 240
15996, 2013-10-26, university of phoenix, L, 334, 301
15997, 2014-3-11, louisiana superdome, T, 588, 9248
15998, 2006-5-8, university of phoenix, W, 1400, 6461
15999, 2010-5-29, lucas oil, W, 3286, 5945
16000, 2001-9-28, paul brown, T, 1863, 876
16001, 2011-3-15, edward jones, W, 4367, 4524
16002, 2001-1-12, qwest, L, 3120, 8476
16003, 2014-12-21, dolphin, W, 4254, 4974
16004, 2004-12-3, soldier field ii, L, 2353, 6224
16005, 2008-11-3, cleveland browns, T, 2424, 485
16006, 2018-12-2, fedexfield, T, 3948, 9602
16007, 2001-3-6, candlestick, L, 3478, 4779
16008, 2005-10-14, oakland-alameda, T, 4179, 9035
16009, 2004-7-9, louisiana superdome, T, 4731, 223
16010, 2002-2-22, louisiana superdome, L, 2542, 6655
16011, 2009-10-25, everbank, W, 3149, 3921
16012, 2010-10-7, lp, L, 2820, 2152
16013, 2006-11-3, invesco, T, 2883, 3482
16014, 2005-5-18, fedexfield, L, 731, 7430
16015, 2011-8-13, qualcomm, W, 2946, 472
16016, 2007-2-3, heinz, T, 3362, 2107
16017, 2003-4-2, university of phoenix, W, 3793, 8632
16018, 2015-11-18, lp, T, 1893, 5835
16019, 2012-1-13, lincoln, W, 3546, 9697
16020, 2002-5-10, hubert metrodome, L, 1761, 906
16021, 2006-12-29, qwest, T, 225, 8053
16022, 2000-10-30, raymond james, T, 4485, 2956
16023, 2002-3-2, ford, T, 3754, 7754
16024, 2017-1-27, bank of america, T, 3947, 1521
16025, 2015-1-22, lincoln, T, 1004, 2629
16026, 2018-4-6, everbank, W, 1886, 289
16027, 2007-10-16, everbank, W, 502, 1896
16028, 2011-7-24, ford, T, 4687, 2867
16029, 2006-4-19, reliant, L, 2078, 2025
16030, 2015-9-14, paul brown, T, 243, 8528
16031, 2009-2-17, arrowhead, W, 2226, 3343
16032, 2015-7-7, edward jones, L, 1326, 2971
16033, 2007-9-29, louisiana superdome, T, 2978, 959
16034, 2010-1-17, candlestick, L, 3331, 9105
16035, 2008-4-24, invesco, W, 2499, 3511
16036, 2013-12-24, bank of america, W, 1446, 8168
16037, 2005-9-20, lucas oil, T, 2908, 2961
16038, 2002-5-9, reliant, L, 2754, 3672
16039, 2006-3-24, invesco, L, 3905, 1651
16040, 2013-3-2, qualcomm, T, 4748, 8633
16041, 2003-10-13, oakland-alameda, L, 2521, 2984
16042, 2009-3-29, everbank, W, 1333, 6997
16043, 2014-1-6, qwest, W, 3793, 4240
16044, 2015-10-9, lincoln, L, 3490, 9968
16045, 2018-2-29, lp, L, 3013, 9139
16046, 2005-12-14, fedexfield, W, 4077, 459
16047, 2014-3-22, ralph wilson, T, 1622, 216
16048, 2013-3-5, fedexfield, T, 4289, 9114
16049, 2013-11-12, lincoln, T, 2491, 5370
16050, 2015-1-22, edward jones, L, 2830, 2748
16051, 2004-9-4, reliant, L, 1580, 4352
16052, 2000-2-15, dallas cowboys, L, 3535, 6003
16053, 2007-5-10, university of phoenix, T, 2453, 2465
16054, 2002-12-19, arrowhead, T, 3636, 5998
16055, 2005-10-27, candlestick, T, 1501, 7120
16056, 2003-12-30, lucas oil, L, 3337, 6471
16057, 2003-12-20, bank of america, T, 3258, 4593
16058, 2003-4-24, reliant, W, 192, 7699
16059, 2013-7-1, bank of america, T, 4564, 2236
16060, 2016-4-21, giants, L, 495, 3129
16061, 2013-4-22, university of phoenix, T, 3121, 1971
16062, 2015-1-19, cleveland browns, T, 325, 2213
16063, 2017-9-19, ralph wilson, W, 1003, 3835
16064, 2003-5-4, bank of america, L, 122, 9789
16065, 2010-6-10, ford, W, 3997, 8966
16066, 2017-10-20, raymond james, W, 4178, 2512
16067, 2014-8-17, raymond james, L, 4186, 5716
16068, 2016-12-6, qwest, L, 2253, 1484
16069, 2014-5-6, cleveland browns, L, 167, 9529
16070, 2009-5-3, cleveland browns, W, 3386, 963
16071, 2001-2-27, reliant, W, 4741, 8356
16072, 2002-9-30, soldier field ii, T, 4794, 9610
16073, 2004-12-5, invesco, T, 2404, 3337
16074, 2009-11-5, dallas cowboys, L, 2718, 7961
16075, 2012-7-13, qwest, W, 3112, 8839
16076, 2007-1-4, paul brown, T, 2627, 1144
16077, 2002-11-3, hubert metrodome, T, 1330, 8252
16078, 2016-12-29, soldier field ii, T, 3730, 6238
16079, 2014-10-12, qwest, W, 4787, 6213
16080, 2011-4-15, ford, T, 1914, 3086
16081, 2007-5-2, cleveland browns, T, 4102, 134
16082, 2012-6-6, lp, T, 3346, 3019
16083, 2002-11-29, giants, L, 2697, 3167
16084, 2013-7-28, everbank, T, 3080, 1745
16085, 2009-1-28, raymond james, L, 4170, 1018
16086, 2016-11-7, gillette, T, 3638, 7420
16087, 2011-3-17, soldier field ii, T, 2351, 8522
16088, 2006-8-23, paul brown, W, 1754, 5476
16089, 2000-12-26, candlestick, T, 3048, 1425
16090, 2016-12-9, arrowhead, W, 3061, 5029
16091, 2010-8-17, lp, L, 1647, 997
16092, 2002-3-23, louisiana superdome, L, 544, 6838
16093, 2016-11-22, dolphin, T, 1766, 7707
16094, 2011-4-8, ford, W, 798, 4932
16095, 2010-3-13, reliant, T, 3491, 2252
16096, 2006-2-4, georgia dome, W, 2855, 5766
16097, 2018-4-21, fedexfield, L, 2656, 1853
16098, 2010-2-11, reliant, T, 4895, 849
16099, 2013-2-1, lp, T, 3555, 6215
16100, 2003-11-13, lincoln, T, 3469, 570
16101, 2012-12-12, georgia dome, T, 2647, 5170
16102, 2014-2-8, everbank, W, 946, 1681
16103, 2000-5-25, heinz, L, 1222, 964
16104, 2008-9-20, university of phoenix, T, 4841, 3578
16105, 2001-7-21, edward jones, L, 3058, 7616
16106, 2012-1-17, soldier field ii, W, 1573, 6853
16107, 2005-10-29, candlestick, L, 319, 5163
16108, 2007-9-11, edward jones, W, 906, 5207
16109, 2007-3-17, giants, W, 3381, 2053
16110, 2013-7-18, gillette, W, 3723, 2749
16111, 2001-9-4, lambeau, W, 1569, 1128
16112, 2000-7-22, louisiana superdome, W, 202, 985
16113, 2000-1-18, heinz, L, 894, 6566
16114, 2013-11-24, ralph wilson, W, 3845, 9666
16115, 2014-2-9, qwest, L, 1232, 7191
16116, 2016-2-9, lucas oil, W, 2306, 1614
16117, 2014-9-11, invesco, W, 2033, 9134
16118, 2000-4-28, gillette, W, 3343, 3609
16119, 2017-3-30, oakland-alameda, L, 4363, 2172
16120, 2013-10-24, ralph wilson, T, 3985, 4813
16121, 2007-7-13, m&t bank, W, 4919, 2583
16122, 2015-9-10, oakland-alameda, T, 1436, 1137
16123, 2003-4-21, fedexfield, L, 4417, 6945
16124, 2011-9-13, reliant, T, 3276, 7370
16125, 2014-9-30, university of phoenix, L, 4981, 2532
16126, 2006-4-30, university of phoenix, W, 4458, 9896
16127, 2017-4-25, gillette, L, 1178, 9797
16128, 2012-2-3, reliant, W, 4770, 5383
16129, 2013-9-10, lincoln, L, 2618, 732
16130, 2009-10-13, giants, L, 2219, 7948
16131, 2001-2-26, everbank, T, 1730, 179
16132, 2012-3-5, m&t bank, T, 3986, 7159
16133, 2018-4-25, ralph wilson, L, 1655, 1099
16134, 2002-11-3, soldier field ii, L, 1618, 856
16135, 2007-3-4, fedexfield, T, 4007, 8665
16136, 2000-2-8, m&t bank, L, 2150, 9776
16137, 2015-11-19, reliant, W, 3179, 9478
16138, 2008-7-10, lincoln, T, 3240, 5270
16139, 2010-6-28, dallas cowboys, L, 2375, 3180
16140, 2011-8-14, reliant, W, 3312, 223
16141, 2002-12-27, soldier field ii, T, 3305, 117
16142, 2001-9-30, invesco, W, 4193, 3749
16143, 2010-4-26, giants, W, 3503, 6962
16144, 2005-8-28, cleveland browns, T, 2784, 8562
16145, 2010-1-23, lambeau, W, 4648, 4153
16146, 2014-3-13, qualcomm, T, 4539, 5640
16147, 2009-7-30, hubert metrodome, W, 4105, 9893
16148, 2017-6-12, ralph wilson, W, 3808, 6190
16149, 2000-9-16, fedexfield, T, 3305, 3273
16150, 2003-10-8, candlestick, L, 1948, 9391
16151, 2007-4-1, university of phoenix, L, 4632, 7752
16152, 2016-6-22, oakland-alameda, T, 327, 8987
16153, 2004-9-16, hubert metrodome, T, 2507, 325
16154, 2010-10-10, georgia dome, T, 3009, 8257
16155, 2005-5-30, lucas oil, T, 2178, 6772
16156, 2016-10-9, lp, L, 427, 6232
16157, 2016-4-29, reliant, L, 2478, 8552
16158, 2004-11-26, georgia dome, W, 3889, 5130
16159, 2009-7-13, fedexfield, W, 4269, 4136
16160, 2018-1-3, oakland-alameda, L, 1037, 6882
16161, 2014-12-25, reliant, L, 1190, 9069
16162, 2014-7-15, lucas oil, L, 3821, 5313
16163, 2006-11-13, lucas oil, W, 4780, 1354
16164, 2012-6-24, cleveland browns, T, 1685, 1835
16165, 2015-2-17, soldier field ii, L, 4857, 4502
16166, 2015-8-22, ralph wilson, L, 4837, 3622
16167, 2009-8-25, giants, L, 2401, 1934
16168, 2013-9-11, soldier field ii, W, 4004, 1040
16169, 2007-12-24, arrowhead, L, 2736, 9404
16170, 2001-9-5, dallas cowboys, W, 3226, 8300
16171, 2001-4-13, ford, W, 335, 5756
16172, 2007-12-5, fedexfield, W, 1068, 9591
16173, 2018-7-1, bank of america, L, 323, 8670
16174, 2009-5-21, georgia dome, L, 4814, 3955
16175, 2005-10-28, invesco, T, 3512, 1907
16176, 2008-6-26, invesco, W, 4203, 1144
16177, 2011-1-9, dallas cowboys, W, 4295, 5527
16178, 2001-7-3, cleveland browns, L, 2087, 1195
16179, 2000-11-27, lambeau, L, 2760, 5633
16180, 2017-9-10, bank of america, W, 3140, 8647
16181, 2002-10-22, ford, T, 3598, 5009
16182, 2008-3-12, oakland-alameda, W, 3635, 1319
16183, 2000-9-15, ralph wilson, T, 1998, 3437
16184, 2015-2-1, paul brown, T, 1623, 1766
16185, 2012-3-5, louisiana superdome, T, 3278, 7759
16186, 2005-4-13, paul brown, W, 1473, 2546
16187, 2003-10-3, lincoln, W, 934, 3904
16188, 2016-3-13, qualcomm, W, 321, 5846
16189, 2000-7-28, lucas oil, L, 1270, 1810
16190, 2013-2-28, edward jones, L, 2732, 7997
16191, 2011-10-12, cleveland browns, W, 2772, 790
16192, 2002-10-24, lincoln, W, 730, 5510
16193, 2018-7-22, qwest, L, 3419, 4040
16194, 2002-4-22, lincoln, L, 1542, 188
16195, 2016-1-25, m&t bank, W, 2234, 3712
16196, 2014-2-14, giants, L, 3843, 2527
16197, 2010-11-1, m&t bank, W, 4497, 3604
16198, 2009-3-17, m&t bank, T, 3661, 621
16199, 2003-6-11, everbank, L, 3831, 3757
16200, 2009-5-26, dallas cowboys, W, 1841, 1713
16201, 2005-6-14, soldier field ii, L, 3078, 1756
16202, 2005-3-6, louisiana superdome, W, 3691, 3709
16203, 2002-1-10, soldier field ii, L, 4671, 3537
16204, 2017-3-23, hubert metrodome, T, 2296, 1727
16205, 2009-10-13, lambeau, T, 1330, 8875
16206, 2002-11-1, raymond james, T, 4149, 3497
16207, 2015-9-13, georgia dome, L, 2756, 2346
16208, 2012-5-3, lambeau, L, 2090, 6853
16209, 2007-6-9, giants, W, 1741, 5956
16210, 2011-1-27, candlestick, T, 2187, 9336
16211, 2004-2-16, paul brown, L, 4133, 5342
16212, 2002-10-25, dolphin, T, 4464, 9925
16213, 2005-1-15, edward jones, L, 1195, 6100
16214, 2000-12-28, university of phoenix, W, 1656, 5750
16215, 2012-8-22, heinz, T, 872, 3996
16216, 2007-6-27, everbank, L, 1766, 4389
16217, 2015-8-27, oakland-alameda, L, 2226, 9019
16218, 2010-3-8, qwest, L, 723, 9420
16219, 2011-4-5, university of phoenix, T, 1759, 6377
16220, 2003-10-9, dallas cowboys, T, 4379, 1194
16221, 2012-2-23, cleveland browns, L, 2211, 7170
16222, 2012-3-8, university of phoenix, T, 4906, 7327
16223, 2003-1-5, soldier field ii, T, 1180, 3486
16224, 2001-1-13, ralph wilson, W, 813, 6737
16225, 2003-3-2, fedexfield, T, 3068, 7302
16226, 2006-8-18, dallas cowboys, W, 4665, 399
16227, 2011-9-12, soldier field ii, L, 4708, 3748
16228, 2004-6-15, giants, W, 3930, 2332
16229, 2001-8-19, m&t bank, L, 4154, 5751
16230, 2010-2-7, bank of america, L, 3816, 1130
16231, 2014-12-4, soldier field ii, W, 3643, 9874
16232, 2012-11-28, ralph wilson, T, 3510, 2771
16233, 2012-6-30, everbank, T, 2532, 1540
16234, 2008-6-14, georgia dome, T, 4018, 7156
16235, 2011-12-25, invesco, T, 4801, 9876
16236, 2007-11-11, university of phoenix, W, 2535, 988
16237, 2014-6-1, fedexfield, T, 3390, 3307
16238, 2008-1-19, georgia dome, L, 1679, 1859
16239, 2018-11-30, qwest, L, 4894, 2376
16240, 2004-4-16, raymond james, L, 4107, 9106
16241, 2011-5-19, lincoln, T, 4605, 5925
16242, 2017-5-14, paul brown, W, 4234, 2428
16243, 2008-2-14, edward jones, T, 884, 2950
16244, 2005-11-1, m&t bank, W, 177, 3563
16245, 2018-9-9, lincoln, T, 344, 3575
16246, 2003-9-19, ford, L, 1066, 5617
16247, 2016-7-11, candlestick, T, 3567, 342
16248, 2013-2-28, soldier field ii, W, 1461, 162
16249, 2012-10-29, candlestick, L, 2649, 2969
16250, 2016-12-15, gillette, W, 2420, 3453
16251, 2013-6-13, lp, T, 2097, 4775
16252, 2008-7-6, raymond james, W, 1394, 6054
16253, 2004-8-12, georgia dome, T, 715, 5541
16254, 2018-5-7, everbank, L, 800, 7681
16255, 2007-6-12, lincoln, L, 4532, 7218
16256, 2010-11-16, hubert metrodome, L, 4350, 1810
16257, 2001-2-18, louisiana superdome, T, 4906, 1714
16258, 2012-1-12, reliant, T, 3975, 6163
16259, 2000-10-5, dolphin, T, 2922, 4460
16260, 2004-3-12, paul brown, L, 2374, 3960
16261, 2007-2-23, raymond james, W, 2569, 3646
16262, 2001-2-8, raymond james, W, 3327, 8522
16263, 2018-1-26, georgia dome, L, 4465, 5646
16264, 2011-9-13, dallas cowboys, T, 3815, 2533
16265, 2014-1-20, qwest, T, 1201, 6449
16266, 2017-12-28, soldier field ii, L, 470, 2409
16267, 2005-12-23, fedexfield, L, 3881, 5200
16268, 2018-11-23, louisiana superdome, L, 658, 343
16269, 2000-11-12, arrowhead, T, 2532, 2004
16270, 2003-7-16, gillette, L, 4604, 4968
16271, 2003-3-8, heinz, W, 2688, 5233
16272, 2018-11-30, ralph wilson, W, 4762, 6996
16273, 2003-2-20, lincoln, L, 2153, 3364
16274, 2017-5-8, dallas cowboys, W, 4723, 2703
16275, 2018-4-15, qualcomm, T, 1501, 1243
16276, 2003-2-10, fedexfield, W, 212, 1168
16277, 2011-9-17, lincoln, T, 2120, 2071
16278, 2010-7-28, soldier field ii, W, 4361, 2997
16279, 2001-10-4, qwest, T, 4917, 2283
16280, 2006-5-9, lucas oil, W, 4706, 7756
16281, 2004-8-2, lp, W, 4388, 1183
16282, 2004-12-30, lincoln, L, 4915, 5213
16283, 2002-4-11, everbank, T, 2117, 6120
16284, 2006-4-2, lp, T, 2685, 1932
16285, 2018-6-30, qualcomm, T, 2808, 673
16286, 2009-10-1, lincoln, W, 3529, 4660
16287, 2014-12-26, university of phoenix, T, 4592, 9733
16288, 2006-8-25, hubert metrodome, T, 2007, 8118
16289, 2000-9-3, qualcomm, L, 4494, 4664
16290, 2017-3-1, lincoln, W, 3726, 1761
16291, 2018-6-15, candlestick, W, 616, 7326
16292, 2012-8-7, dolphin, L, 3261, 7034
16293, 2014-7-12, georgia dome, W, 4063, 8551
16294, 2018-3-10, candlestick, L, 2799, 2567
16295, 2002-4-25, qualcomm, L, 3837, 9540
16296, 2011-11-1, m&t bank, T, 2105, 4761
16297, 2011-10-24, lucas oil, L, 1937, 2117
16298, 2001-7-10, giants, T, 1834, 3793
16299, 2018-5-5, georgia dome, L, 1387, 8192
16300, 2014-5-5, m&t bank, L, 4087, 3093
16301, 2010-12-14, dolphin, L, 4389, 8764
16302, 2000-1-11, dolphin, T, 556, 5717
16303, 2017-9-15, m&t bank, T, 4844, 8490
16304, 2013-6-6, m&t bank, L, 913, 1291
16305, 2010-5-28, cleveland browns, T, 3194, 6184
16306, 2014-7-29, gillette, L, 1569, 4670
16307, 2007-5-2, reliant, W, 4330, 2743
16308, 2004-2-25, lucas oil, T, 3726, 7239
16309, 2008-5-14, arrowhead, T, 137, 6091
16310, 2003-2-29, arrowhead, T, 4455, 7733
16311, 2008-5-1, fedexfield, W, 3242, 3536
16312, 2017-10-15, paul brown, T, 3795, 9440
16313, 2018-8-20, dallas cowboys, W, 317, 9472
16314, 2017-5-28, dolphin, T, 4616, 7273
16315, 2009-6-18, edward jones, L, 1062, 6984
16316, 2006-10-13, giants, L, 2835, 2604
16317, 2010-11-29, soldier field ii, T, 3204, 2138
16318, 2018-3-20, qualcomm, L, 4902, 8044
16319, 2003-11-28, everbank, T, 4201, 4827
16320, 2001-11-5, edward jones, L, 1276, 7881
16321, 2000-8-6, raymond james, T, 543, 6038
16322, 2010-10-6, paul brown, W, 874, 5260
16323, 2017-10-26, arrowhead, W, 4119, 5351
16324, 2017-9-21, m&t bank, L, 1033, 7633
16325, 2000-8-8, louisiana superdome, T, 3683, 7467
16326, 2012-10-11, soldier field ii, L, 2507, 3221
16327, 2018-12-11, candlestick, W, 3304, 7914
16328, 2017-3-14, everbank, L, 1656, 7864
16329, 2012-5-18, ford, T, 1067, 1102
16330, 2006-9-5, qualcomm, L, 4665, 2031
16331, 2013-12-23, ralph wilson, T, 3682, 8515
16332, 2018-5-11, edward jones, T, 828, 5788
16333, 2008-9-19, lucas oil, T, 3422, 286
16334, 2016-9-20, lambeau, W, 2339, 565
16335, 2009-8-14, lambeau, L, 3328, 3068
16336, 2011-1-21, everbank, L, 3031, 3072
16337, 2015-3-6, oakland-alameda, T, 4549, 5999
16338, 2003-2-5, arrowhead, T, 1278, 3047
16339, 2014-4-25, heinz, L, 2849, 4498
16340, 2009-2-28, invesco, L, 1399, 4094
16341, 2017-4-22, bank of america, T, 303, 1548
16342, 2008-1-8, everbank, T, 2766, 1308
16343, 2000-6-4, hubert metrodome, L, 183, 3323
16344, 2006-3-27, qwest, W, 4625, 1970
16345, 2016-8-2, reliant, W, 819, 6973
16346, 2010-10-11, lincoln, W, 1646, 7931
16347, 2005-10-17, heinz, T, 2050, 1580
16348, 2009-5-1, bank of america, L, 849, 7489
16349, 2017-6-15, lp, L, 4126, 2335
16350, 2014-5-18, edward jones, W, 4519, 5550
16351, 2012-8-4, candlestick, W, 4914, 8289
16352, 2009-5-10, lp, W, 2958, 9623
16353, 2009-4-2, lucas oil, L, 745, 1005
16354, 2006-2-15, qualcomm, L, 388, 831
16355, 2017-11-20, hubert metrodome, W, 3714, 1148
16356, 2009-10-24, dolphin, T, 1955, 9514
16357, 2011-10-25, dallas cowboys, W, 1081, 8906
16358, 2009-12-19, m&t bank, T, 3361, 2698
16359, 2007-12-9, bank of america, T, 270, 1297
16360, 2012-6-9, arrowhead, W, 1897, 2725
16361, 2018-5-20, ralph wilson, W, 2913, 3611
16362, 2014-1-7, everbank, W, 2538, 9132
16363, 2013-2-24, reliant, W, 1885, 3136
16364, 2016-7-19, raymond james, L, 1269, 9549
16365, 2016-12-29, qwest, T, 1086, 4064
16366, 2001-6-14, everbank, W, 1969, 1418
16367, 2007-12-5, fedexfield, T, 880, 2341
16368, 2009-11-26, raymond james, L, 2286, 6140
16369, 2017-11-19, giants, T, 3116, 5403
16370, 2007-1-22, qwest, W, 569, 2564
16371, 2005-10-14, paul brown, L, 3368, 4416
16372, 2016-6-8, everbank, T, 2016, 8845
16373, 2012-4-6, reliant, L, 3491, 2735
16374, 2011-10-13, lambeau, W, 4594, 8529
16375, 2016-8-13, lucas oil, W, 4083, 6002
16376, 2000-11-14, arrowhead, T, 3554, 5909
16377, 2011-5-16, fedexfield, T, 3158, 7936
16378, 2009-3-12, m&t bank, T, 2099, 5155
16379, 2000-4-29, cleveland browns, L, 610, 3989
16380, 2001-2-3, raymond james, L, 4949, 3813
16381, 2012-12-2, louisiana superdome, T, 4813, 2730
16382, 2001-1-29, soldier field ii, L, 4496, 925
16383, 2003-6-6, university of phoenix, T, 2371, 9734
16384, 2001-2-24, university of phoenix, T, 2433, 7583
16385, 2015-9-25, everbank, T, 123, 4045
16386, 2012-4-4, cleveland browns, T, 1765, 4157
16387, 2013-1-4, lucas oil, L, 4884, 3997
16388, 2015-7-20, lambeau, T, 2905, 1536
16389, 2002-4-27, lucas oil, T, 366, 5893
16390, 2010-6-13, raymond james, L, 196, 6573
16391, 2011-2-18, dallas cowboys, L, 1374, 4327
16392, 2006-6-25, dallas cowboys, W, 4850, 3682
16393, 2016-11-29, arrowhead, L, 2979, 6710
16394, 2008-9-20, louisiana superdome, T, 1447, 696
16395, 2004-5-23, soldier field ii, L, 1340, 2566
16396, 2014-10-18, fedexfield, W, 741, 5184
16397, 2013-2-28, arrowhead, L, 4544, 6046
16398, 2004-1-11, university of phoenix, T, 969, 5849
16399, 2014-7-28, reliant, W, 1231, 4838
16400, 2005-10-29, hubert metrodome, T, 2319, 2818
16401, 2017-5-3, dolphin, L, 1911, 8209
16402, 2010-12-15, giants, T, 3481, 5127
16403, 2003-4-3, dolphin, W, 1584, 3393
16404, 2014-12-27, heinz, T, 2511, 9646
16405, 2013-12-9, heinz, L, 2318, 1024
16406, 2002-2-18, fedexfield, L, 4517, 7407
16407, 2004-4-22, cleveland browns, L, 539, 8234
16408, 2001-3-25, oakland-alameda, L, 4618, 7210
16409, 2000-12-25, giants, L, 3959, 9220
16410, 2001-8-28, reliant, L, 4095, 3001
16411, 2016-6-17, giants, W, 1111, 3462
16412, 2006-2-15, georgia dome, W, 850, 9601
